Value,S,K,tau,r,BS
0.440005256,432.4007399,460,0.234126984,0.03054,Over
23.04750529,432.4007399,415,0.234126984,0.03054,Under
16.58511818,430.9376405,425,0.345238095,0.03054,Under
27.44688162,432.4007399,410,0.234126984,0.03054,Under
5.189999998,433.6838125,435,0.123015873,0.03054,Over
0.285004919,433.6838125,455,0.123015873,0.03054,Over
11.27938028,432.4007399,430,0.234126984,0.03054,Over
2.875000003,433.6838125,440,0.123015873,0.03054,Over
32.94035452,430.9376405,405,0.345238095,0.03054,Under
2.815000782,429.5789579,450,0.341269841,0.03075,Over
2.125000022,431.4105004,440,0.119047619,0.03075,Over
0.625001733,429.5789579,465,0.341269841,0.03075,Over
23.10121645,429.5789579,415,0.341269841,0.03075,Under
0.250000033,429.5789579,470,0.341269841,0.03075,Over
0.410000525,431.4105004,450,0.119047619,0.03075,Over
0.690000197,429.8672081,455,0.23015873,0.03075,Over
19.27841234,429.5789579,420,0.341269841,0.03075,Under
8.749999998,429.5789579,435,0.341269841,0.03075,Over
31.6218247,429.5789579,405,0.341269841,0.03075,Under
25.13369013,429.8672081,410,0.23015873,0.03075,Under
20.8889521,429.8672081,415,0.23015873,0.03075,Under
7.171731097,431.4105004,430,0.119047619,0.03075,Over
29.59842815,429.8672081,405,0.23015873,0.03075,Under
6.565000022,429.8672081,435,0.23015873,0.03075,Over
11.81780445,429.5789579,430,0.341269841,0.03075,Over
12.86947605,429.8672081,425,0.23015873,0.03075,Under
4.44,429.8672081,440,0.23015873,0.03075,Over
6.250009102,429.5789579,440,0.341269841,0.03075,Over
9.649738117,429.8672081,430,0.23015873,0.03075,Over
1.624999997,429.5789579,455,0.341269841,0.03075,Over
0.125000173,429.8672081,470,0.23015873,0.03075,Over
0.185000029,429.8672081,465,0.23015873,0.03075,Over
0.160000005,431.4105004,455,0.119047619,0.03075,Over
15.58060822,429.5789579,425,0.341269841,0.03075,Under
1.505000002,429.8672081,450,0.23015873,0.03075,Over
2.565000213,429.8672081,445,0.23015873,0.03075,Over
0.940000001,431.4105004,445,0.119047619,0.03075,Over
14.85018971,431.4105004,420,0.119047619,0.03075,Under
27.29902058,429.5789579,410,0.341269841,0.03075,Under
0.470001825,429.8672081,460,0.23015873,0.03075,Over
4.005000392,431.4105004,435,0.119047619,0.03075,Over
23.78364977,431.4105004,410,0.119047619,0.03075,Under
10.58845978,431.4105004,425,0.119047619,0.03075,Over
4.439999998,429.5789579,445,0.341269841,0.03075,Over
19.08192036,431.4105004,415,0.119047619,0.03075,Under
16.51921407,429.8672081,420,0.23015873,0.03075,Under
28.45537964,431.4105004,405,0.119047619,0.03075,Under
0.16000047,429.5789579,475,0.341269841,0.03075,Over
0.875000196,429.5789579,460,0.341269841,0.03075,Over
16.77751685,431.541983,425,0.337301587,0.03054,Under
10,431.541983,435,0.337301587,0.03054,Over
0.940000012,432.8854371,455,0.226190476,0.03054,Over
0.160000011,434.3538655,455,0.115079365,0.03054,Over
0.405000001,431.541983,465,0.337301587,0.03054,Over
14.93615947,432.8854371,425,0.226190476,0.03054,Under
0.19000005,432.8854371,465,0.226190476,0.03054,Over
5.255,434.3538655,435,0.115079365,0.03054,Over
31.27474935,434.3538655,405,0.115079365,0.03054,Under
8.772458226,434.3538655,430,0.115079365,0.03054,Over
26.45229145,434.3538655,410,0.115079365,0.03054,Under
0.970000084,431.541983,460,0.337301587,0.03054,Over
23.36731896,432.8854371,415,0.226190476,0.03054,Under
0.374999999,432.8854371,460,0.226190476,0.03054,Over
32.20847843,432.8854371,405,0.226190476,0.03054,Under
11.22058811,432.8854371,430,0.226190476,0.03054,Over
33.44755056,431.541983,405,0.337301587,0.03054,Under
3.125000016,432.8854371,445,0.226190476,0.03054,Over
17.17237512,434.3538655,420,0.115079365,0.03054,Under
20.78627528,431.541983,420,0.337301587,0.03054,Under
0.47000025,434.3538655,450,0.115079365,0.03054,Over
1.250004197,434.3538655,445,0.115079365,0.03054,Over
1.874999998,431.541983,455,0.337301587,0.03054,Over
27.64789872,432.8854371,410,0.226190476,0.03054,Under
5.31500339,432.8854371,440,0.226190476,0.03054,Over
21.71983391,434.3538655,415,0.115079365,0.03054,Under
28.99879213,431.541983,410,0.337301587,0.03054,Under
8.004999997,432.8854371,435,0.226190476,0.03054,Over
7.250000598,431.541983,440,0.337301587,0.03054,Over
4.94,431.541983,445,0.337301587,0.03054,Over
13.19876083,431.541983,430,0.337301587,0.03054,Under
12.78491651,434.3538655,425,0.115079365,0.03054,Under
3.065000284,431.541983,450,0.337301587,0.03054,Over
0.125000401,432.8854371,470,0.226190476,0.03054,Over
0.220000137,431.541983,470,0.337301587,0.03054,Over
18.90173922,432.8854371,420,0.226190476,0.03054,Under
24.61003371,431.541983,415,0.337301587,0.03054,Under
2.815000001,434.3538655,440,0.115079365,0.03054,Over
1.815005009,432.8854371,450,0.226190476,0.03054,Over
1.754999998,431.372871,455,0.333333333,0.03034,Over
0.16000001,434.5360356,455,0.111111111,0.03034,Over
7.875000004,433.1969982,435,0.222222222,0.03034,Over
0.315000003,431.372871,470,0.333333333,0.03034,Over
1.75500597,433.1969982,450,0.222222222,0.03034,Over
24.2387527,431.372871,415,0.333333333,0.03034,Under
0.375011873,433.1969982,460,0.222222222,0.03034,Over
0.410000631,434.5360356,450,0.111111111,0.03034,Over
11.02640228,433.1969982,430,0.222222222,0.03034,Over
26.48086506,434.5360356,410,0.111111111,0.03034,Under
0.125000368,433.1969982,470,0.222222222,0.03034,Over
6.750001412,431.372871,440,0.333333333,0.03034,Over
0.845000035,433.1969982,455,0.222222222,0.03034,Over
2.940000023,433.1969982,445,0.222222222,0.03034,Over
9.499999996,431.372871,435,0.333333333,0.03034,Over
8.393172825,434.5360356,430,0.111111111,0.03034,Over
0.875000202,431.372871,460,0.333333333,0.03034,Over
2.815000622,431.372871,450,0.333333333,0.03034,Over
27.7070115,433.1969982,410,0.222222222,0.03034,Under
0.565003981,431.372871,465,0.333333333,0.03034,Over
12.82969056,431.372871,430,0.333333333,0.03034,Over
4.565000001,431.372871,445,0.333333333,0.03034,Over
23.36060915,433.1969982,415,0.222222222,0.03034,Under
1.065011071,434.5360356,445,0.111111111,0.03034,Over
28.31344092,431.372871,410,0.333333333,0.03034,Under
16.39937635,431.372871,425,0.333333333,0.03034,Under
0.190000152,431.372871,475,0.333333333,0.03034,Over
5.125000006,434.5360356,435,0.111111111,0.03034,Over
20.16406452,431.372871,420,0.333333333,0.03034,Under
12.53134609,434.5360356,425,0.111111111,0.03034,Over
32.7631291,431.372871,405,0.333333333,0.03034,Under
32.29341373,433.1969982,405,0.222222222,0.03034,Under
14.80780456,433.1969982,425,0.222222222,0.03034,Under
2.755000001,434.5360356,440,0.111111111,0.03034,Over
16.94952364,434.5360356,420,0.111111111,0.03034,Under
21.62269949,434.5360356,415,0.111111111,0.03034,Under
18.89420686,433.1969982,420,0.222222222,0.03034,Under
31.33903696,434.5360356,405,0.111111111,0.03034,Under
5.125003476,433.1969982,440,0.222222222,0.03034,Over
0.155000247,433.1969982,465,0.222222222,0.03034,Over
0.125000727,437.340595,470,0.21031746,0.03013,Over
10.15342401,437.340595,435,0.21031746,0.03013,Over
30.44046128,438.8067653,410,0.099206349,0.03013,Under
0.125004905,435.699325,475,0.321428571,0.03013,Over
0.280000001,437.340595,465,0.21031746,0.03013,Over
23.31224206,435.699325,420,0.321428571,0.03013,Under
2.440002187,435.699325,455,0.321428571,0.03013,Over
0.845000001,438.8067653,450,0.099206349,0.03013,Over
2.005000006,438.8067653,445,0.099206349,0.03013,Over
1.409999999,435.699325,460,0.321428571,0.03013,Over
0.625002575,435.699325,465,0.321428571,0.03013,Over
17.7802476,437.340595,425,0.21031746,0.03013,Under
7.67007688,438.8067653,435,0.099206349,0.03013,Over
0.315000008,435.699325,470,0.321428571,0.03013,Over
16.11023331,438.8067653,425,0.099206349,0.03013,Under
31.9058632,435.699325,410,0.321428571,0.03013,Under
4.19,437.340595,445,0.21031746,0.03013,Over
15.59362102,435.699325,430,0.321428571,0.03013,Under
4.375000002,438.8067653,440,0.099206349,0.03013,Over
26.8670793,437.340595,415,0.21031746,0.03013,Under
11.78015388,438.8067653,430,0.099206349,0.03013,Over
6.875000004,437.340595,440,0.21031746,0.03013,Over
0.22,438.8067653,455,0.099206349,0.03013,Over
35.96391099,437.340595,405,0.21031746,0.03013,Under
13.81183171,437.340595,430,0.21031746,0.03013,Over
6.250005016,435.699325,445,0.321428571,0.03013,Over
11.58181298,435.699325,435,0.321428571,0.03013,Over
19.30043154,435.699325,425,0.321428571,0.03013,Under
25.54538595,438.8067653,415,0.099206349,0.03013,Under
2.440000173,437.340595,450,0.21031746,0.03013,Over
31.30549519,437.340595,410,0.21031746,0.03013,Under
27.32405274,435.699325,415,0.321428571,0.03013,Under
1.254999998,437.340595,455,0.21031746,0.03013,Over
36.47767365,435.699325,405,0.321428571,0.03013,Under
35.29553926,438.8067653,405,0.099206349,0.03013,Under
0.56500093,437.340595,460,0.21031746,0.03013,Over
20.75031266,438.8067653,420,0.099206349,0.03013,Under
22.21366351,437.340595,420,0.21031746,0.03013,Under
8.879999997,435.699325,440,0.321428571,0.03013,Over
4.065000001,435.699325,450,0.321428571,0.03013,Over
21.62603989,436.8978738,420,0.206349206,0.03013,Under
29.82403769,438.2392193,410,0.095238095,0.03013,Under
3.815000009,435.751429,450,0.317460317,0.03013,Over
6.750000003,436.8978738,440,0.206349206,0.03013,Over
1.815000021,438.2392193,445,0.095238095,0.03013,Over
0.285000002,436.8978738,465,0.206349206,0.03013,Over
11.52240517,435.751429,435,0.317460317,0.03013,Over
15.03480521,435.751429,430,0.317460317,0.03013,Over
0.125000014,438.2392193,460,0.095238095,0.03013,Over
18.86220782,435.751429,425,0.317460317,0.03013,Under
7.110672948,438.2392193,435,0.095238095,0.03013,Over
3.94,438.2392193,440,0.095238095,0.03013,Over
20.13269659,438.2392193,420,0.095238095,0.03013,Under
4.439999997,436.8978738,445,0.206349206,0.03013,Over
0.410000001,435.751429,470,0.317460317,0.03013,Over
36.36181838,435.751429,405,0.317460317,0.03013,Under
31.84441578,435.751429,410,0.317460317,0.03013,Under
35.47306952,436.8978738,405,0.206349206,0.03013,Under
27.39201313,435.751429,415,0.317460317,0.03013,Under
26.16004986,436.8978738,415,0.206349206,0.03013,Under
9.599016192,436.8978738,435,0.206349206,0.03013,Over
6.190005251,435.751429,445,0.317460317,0.03013,Over
0.315001617,438.2392193,455,0.095238095,0.03013,Over
1.25,436.8978738,455,0.206349206,0.03013,Over
23.06461045,435.751429,420,0.317460317,0.03013,Under
0.655000236,436.8978738,460,0.206349206,0.03013,Over
0.160000951,435.751429,475,0.317460317,0.03013,Over
0.155000105,436.8978738,470,0.206349206,0.03013,Over
0.779999999,438.2392193,450,0.095238095,0.03013,Over
0.68500123,435.751429,465,0.317460317,0.03013,Over
2.440000185,436.8978738,450,0.206349206,0.03013,Over
15.49202133,438.2392193,425,0.095238095,0.03013,Under
8.880000001,435.751429,440,0.317460317,0.03013,Over
30.9090596,436.8978738,410,0.206349206,0.03013,Under
2.255003913,435.751429,455,0.317460317,0.03013,Over
24.92836609,438.2392193,415,0.095238095,0.03013,Under
11.161346,438.2392193,430,0.095238095,0.03013,Over
1.185000011,435.751429,460,0.317460317,0.03013,Over
34.64971881,438.2392193,405,0.095238095,0.03013,Under
17.31202982,436.8978738,425,0.206349206,0.03013,Under
13.31801986,436.8978738,430,0.206349206,0.03013,Over
0.155000698,433.7295652,475,0.313492063,0.02972,Over
3.125001375,436.8680998,440,0.091269841,0.02972,Over
14.17436822,436.8680998,425,0.091269841,0.02972,Under
2.125000739,435.8014478,450,0.202380952,0.02972,Over
7.815000015,433.7295652,440,0.313492063,0.02972,Over
0.565000594,435.8014478,460,0.202380952,0.02972,Over
3.565000032,433.7295652,450,0.313492063,0.02972,Over
1.185000001,435.8014478,455,0.202380952,0.02972,Over
25.95315712,433.7295652,415,0.313492063,0.02972,Under
14.15727331,433.7295652,430,0.313492063,0.02972,Under
5.565000001,433.7295652,445,0.313492063,0.02972,Over
16.60504936,435.8014478,425,0.202380952,0.02972,Under
1.315000793,436.8680998,445,0.091269841,0.02972,Over
34.42011517,435.8014478,405,0.202380952,0.02972,Under
20.76006585,435.8014478,420,0.202380952,0.02972,Under
9.93791138,436.8680998,430,0.091269841,0.02972,Over
12.69503291,435.8014478,430,0.202380952,0.02972,Under
25.2600823,435.8014478,415,0.202380952,0.02972,Under
0.500000051,436.8680998,450,0.091269841,0.02972,Over
2.125006476,433.7295652,455,0.313492063,0.02972,Over
30.28678855,433.7295652,410,0.313492063,0.02972,Under
18.94582306,436.8680998,420,0.091269841,0.02972,Under
29.82509873,435.8014478,410,0.202380952,0.02972,Under
3.755000002,435.8014478,445,0.202380952,0.02972,Over
1.220000006,433.7295652,460,0.313492063,0.02972,Over
0.500008255,433.7295652,465,0.313492063,0.02972,Over
34.80041996,433.7295652,405,0.313492063,0.02972,Under
28.3887341,436.8680998,410,0.091269841,0.02972,Under
6.255000005,435.8014478,440,0.202380952,0.02972,Over
9.285016968,435.8014478,435,0.202380952,0.02972,Over
0.190000362,433.7295652,470,0.313492063,0.02972,Over
0.160000003,436.8680998,455,0.091269841,0.02972,Over
33.21518976,436.8680998,405,0.091269841,0.02972,Under
0.155000058,435.8014478,470,0.202380952,0.02972,Over
0.345008178,435.8014478,465,0.202380952,0.02972,Over
6.236461656,436.8680998,435,0.091269841,0.02972,Over
21.6895257,433.7295652,420,0.313492063,0.02972,Under
23.61727859,436.8680998,415,0.091269841,0.02972,Under
17.73589427,433.7295652,425,0.313492063,0.02972,Under
10.45363148,433.7295652,435,0.313492063,0.02972,Over
30.10420757,436.2317107,410,0.198412698,0.02962,Under
0.155000844,435.1144736,475,0.30952381,0.02962,Over
33.81461141,437.4886857,405,0.087301587,0.02962,Under
0.565000013,437.4886857,450,0.087301587,0.02962,Over
24.06043732,437.4886857,415,0.087301587,0.02962,Under
14.91373804,435.1144736,430,0.30952381,0.02962,Under
14.7462626,437.4886857,425,0.087301587,0.02962,Under
1.315000004,435.1144736,460,0.30952381,0.02962,Over
22.82247608,435.1144736,420,0.30952381,0.02962,Under
5.750000003,435.1144736,445,0.30952381,0.02962,Over
6.552087338,437.4886857,435,0.087301587,0.02962,Over
3.440000134,437.4886857,440,0.087301587,0.02962,Over
2.155000574,436.2317107,450,0.198412698,0.02962,Over
2.375002483,435.1144736,455,0.30952381,0.02962,Over
1.470000211,437.4886857,445,0.087301587,0.02962,Over
18.80810706,435.1144736,425,0.30952381,0.02962,Under
0.160000003,437.4886857,455,0.087301587,0.02962,Over
27.0918451,435.1144736,415,0.30952381,0.02962,Under
21.06780507,436.2317107,420,0.198412698,0.02962,Under
19.29335147,437.4886857,420,0.087301587,0.02962,Under
6.249999997,436.2317107,440,0.198412698,0.02962,Over
0.125000057,436.2317107,475,0.198412698,0.02962,Over
31.48121412,435.1144736,410,0.30952381,0.02962,Under
0.220000009,436.2317107,465,0.198412698,0.02962,Over
8.380000004,435.1144736,440,0.30952381,0.02962,Over
1.255000001,436.2317107,455,0.198412698,0.02962,Over
35.93558313,435.1144736,405,0.30952381,0.02962,Under
3.875000003,436.2317107,445,0.198412698,0.02962,Over
11.39936951,435.1144736,435,0.30952381,0.02962,Over
9.28570255,436.2317107,435,0.198412698,0.02962,Over
10.4141747,437.4886857,430,0.087301587,0.02962,Over
16.72710378,436.2317107,425,0.198412698,0.02962,Under
0.125001401,435.1144736,480,0.30952381,0.02962,Over
25.47850636,436.2317107,415,0.198412698,0.02962,Under
0.345000001,435.1144736,470,0.30952381,0.02962,Over
34.72990881,436.2317107,405,0.198412698,0.02962,Under
0.595000366,436.2317107,460,0.198412698,0.02962,Over
0.155000054,436.2317107,470,0.198412698,0.02962,Over
28.92252403,437.4886857,410,0.087301587,0.02962,Under
12.87640251,436.2317107,430,0.198412698,0.02962,Under
3.815000011,435.1144736,450,0.30952381,0.02962,Over
0.655001391,435.1144736,465,0.30952381,0.02962,Over
3.815000003,435.7231281,445,0.194444444,0.02962,Over
1.375,434.0357221,460,0.305555556,0.02962,Over
9.036285945,435.7231281,435,0.194444444,0.02962,Over
0.345000001,434.0357221,470,0.305555556,0.02962,Over
25.17142774,435.7231281,415,0.194444444,0.02962,Under
0.125000937,434.0357221,480,0.305555556,0.02962,Over
1.065000002,435.7231281,455,0.194444444,0.02962,Over
0.595000287,435.7231281,460,0.194444444,0.02962,Over
29.70271328,435.7231281,410,0.194444444,0.02962,Under
20.7001422,435.7231281,420,0.194444444,0.02962,Under
34.86965971,434.0357221,405,0.305555556,0.02962,Under
12.50757109,435.7231281,430,0.194444444,0.02962,Under
2.190004623,434.0357221,455,0.305555556,0.02962,Over
0.500000027,436.4152726,450,0.083333333,0.02962,Over
5.492677333,436.4152726,435,0.083333333,0.02962,Over
26.02975694,434.0357221,415,0.305555556,0.02962,Under
0.685000784,434.0357221,465,0.305555556,0.02962,Over
3.065003417,436.4152726,440,0.083333333,0.02962,Over
0.160000001,436.4152726,455,0.083333333,0.02962,Over
30.41470833,434.0357221,410,0.305555556,0.02962,Under
5.630000002,434.0357221,445,0.305555556,0.02962,Over
27.86604132,436.4152726,410,0.083333333,0.02962,Under
16.41885665,435.7231281,425,0.194444444,0.02962,Under
18.32569456,436.4152726,420,0.083333333,0.02962,Under
0.155000035,435.7231281,470,0.194444444,0.02962,Over
9.415347113,436.4152726,430,0.083333333,0.02962,Over
0.345006039,435.7231281,465,0.194444444,0.02962,Over
6.065000019,435.7231281,440,0.194444444,0.02962,Over
18.05485416,434.0357221,425,0.305555556,0.02962,Under
0.155000596,434.0357221,475,0.305555556,0.02962,Over
8.000000005,434.0357221,440,0.305555556,0.02962,Over
3.69000002,434.0357221,450,0.305555556,0.02962,Over
34.29899883,435.7231281,405,0.194444444,0.02962,Under
10.70495145,434.0357221,435,0.305555556,0.02962,Over
0.125000034,435.7231281,475,0.194444444,0.02962,Over
14.34991257,434.0357221,430,0.305555556,0.02962,Under
22.00980555,434.0357221,420,0.305555556,0.02962,Under
32.72871864,436.4152726,405,0.083333333,0.02962,Under
23.03336785,436.4152726,415,0.083333333,0.02962,Under
1.34500054,436.4152726,445,0.083333333,0.02962,Over
2.255000368,435.7231281,450,0.194444444,0.02962,Over
13.7430209,436.4152726,425,0.083333333,0.02962,Under
25.13679565,438.4345037,420,0.293650794,0.02962,Under
1.845,438.4345037,460,0.293650794,0.02962,Over
38.09627561,440.0024167,405,0.182539683,0.02962,Under
37.42602828,441.3800698,405,0.071428571,0.02962,Under
8.894432655,441.3800698,435,0.071428571,0.02962,Over
23.9571555,440.0024167,420,0.182539683,0.02962,Under
0.220000073,438.4345037,475,0.293650794,0.02962,Over
3.005000003,440.0024167,450,0.182539683,0.02962,Over
16.72339781,438.4345037,430,0.293650794,0.02962,Under
38.56689235,438.4345037,405,0.293650794,0.02962,Under
0.505005836,438.4345037,470,0.293650794,0.02962,Over
5.065000525,440.0024167,445,0.182539683,0.02962,Over
5.065004026,441.3800698,440,0.071428571,0.02962,Over
29.34349465,438.4345037,415,0.293650794,0.02962,Under
28.49019439,440.0024167,415,0.182539683,0.02962,Under
0.155000085,440.0024167,470,0.182539683,0.02962,Over
1.625005173,440.0024167,455,0.182539683,0.02962,Over
0.155000434,438.4345037,480,0.293650794,0.02962,Over
13.28886627,441.3800698,430,0.071428571,0.02962,Under
0.280001458,441.3800698,455,0.071428571,0.02962,Over
32.49659567,441.3800698,410,0.071428571,0.02962,Under
7.315000074,438.4345037,445,0.293650794,0.02962,Over
27.60216834,441.3800698,415,0.071428571,0.02962,Under
10.00000001,438.4345037,440,0.293650794,0.02962,Over
33.99019347,438.4345037,410,0.293650794,0.02962,Under
15.35607766,440.0024167,430,0.182539683,0.02962,Under
0.84501122,441.3800698,450,0.071428571,0.02962,Over
2.345,441.3800698,445,0.071428571,0.02962,Over
11.47303883,440.0024167,435,0.182539683,0.02962,Over
19.57411654,440.0024167,425,0.182539683,0.02962,Under
22.70773078,441.3800698,420,0.071428571,0.02962,Under
0.970000049,438.4345037,465,0.293650794,0.02962,Over
0.815000018,440.0024167,460,0.182539683,0.02962,Over
21.05509672,438.4345037,425,0.293650794,0.02962,Under
17.90330029,441.3800698,425,0.071428571,0.02962,Under
0.250000003,440.0024167,465,0.182539683,0.02962,Over
7.940000149,440.0024167,440,0.182539683,0.02962,Over
3.125000121,438.4345037,455,0.293650794,0.02962,Over
0.125000101,440.0024167,475,0.182539683,0.02962,Over
13.01669891,438.4345037,435,0.293650794,0.02962,Over
5.065000004,438.4345037,450,0.293650794,0.02962,Over
33.27823297,440.0024167,410,0.182539683,0.02962,Under
1.755,439.2501022,460,0.28968254,0.03023,Over
2.505006422,441.8434249,445,0.067460317,0.03023,Over
0.125002074,439.2501022,480,0.28968254,0.03023,Over
0.345000002,439.2501022,470,0.28968254,0.03023,Over
39.40624515,439.2501022,405,0.28968254,0.03023,Under
8.103082084,440.4192668,440,0.178571429,0.03023,Over
25.91702824,439.2501022,420,0.28968254,0.03023,Under
5.315000147,440.4192668,445,0.178571429,0.03023,Over
17.68921693,439.2501022,430,0.28968254,0.03023,Under
18.39925528,441.8434249,425,0.067460317,0.03023,Under
0.315000492,441.8434249,455,0.067460317,0.03023,Over
21.52062258,439.2501022,425,0.28968254,0.03023,Under
10.33640578,439.2501022,440,0.28968254,0.03023,Over
11.5161633,440.4192668,435,0.178571429,0.03023,Over
28.90349002,440.4192668,415,0.178571429,0.03023,Under
37.85851015,441.8434249,405,0.067460317,0.03023,Under
23.13906885,441.8434249,420,0.067460317,0.03023,Under
15.48924497,440.4192668,430,0.178571429,0.03023,Under
33.65657155,440.4192668,410,0.178571429,0.03023,Under
3.190000076,439.2501022,455,0.28968254,0.03023,Over
1.690003454,440.4192668,455,0.178571429,0.03023,Over
30.12343395,439.2501022,415,0.28968254,0.03023,Under
27.96888876,441.8434249,415,0.067460317,0.03023,Under
0.940000062,439.2501022,465,0.28968254,0.03023,Over
7.380000012,439.2501022,445,0.28968254,0.03023,Over
0.155001138,439.2501022,475,0.28968254,0.03023,Over
3.065000001,440.4192668,450,0.178571429,0.03023,Over
13.56444372,441.8434249,430,0.067460317,0.03023,Under
13.67281129,439.2501022,435,0.28968254,0.03023,Over
19.8323267,440.4192668,425,0.178571429,0.03023,Under
4.940000002,439.2501022,450,0.28968254,0.03023,Over
9.169627618,441.8434249,435,0.067460317,0.03023,Over
34.69983955,439.2501022,410,0.28968254,0.03023,Under
5.179813763,441.8434249,440,0.067460317,0.03023,Over
24.27540848,440.4192668,420,0.178571429,0.03023,Under
0.905005565,441.8434249,450,0.067460317,0.03023,Over
0.285000001,440.4192668,465,0.178571429,0.03023,Over
32.92869658,441.8434249,410,0.067460317,0.03023,Under
0.78000003,440.4192668,460,0.178571429,0.03023,Over
38.47465421,440.4192668,405,0.178571429,0.03023,Under
28.75363311,445.4044911,420,0.174603175,0.02993,Under
9.041014929,446.7356691,440,0.063492063,0.02993,Over
43.86182639,444.0382639,405,0.285714286,0.02993,Under
1.625004668,445.4044911,460,0.174603175,0.02993,Over
13.25153225,446.7356691,435,0.063492063,0.02993,Over
19.71075531,445.4044911,430,0.174603175,0.02993,Under
25.72212579,444.0382639,425,0.285714286,0.02993,Under
5.315000173,445.4044911,450,0.174603175,0.02993,Over
0.19000026,444.0382639,480,0.285714286,0.02993,Over
5.205513998,446.7356691,445,0.063492063,0.02993,Over
10.07742525,444.0382639,445,0.285714286,0.02993,Over
0.285,445.4044911,470,0.174603175,0.02993,Over
29.98955098,444.0382639,420,0.285714286,0.02993,Under
38.41651169,445.4044911,410,0.174603175,0.02993,Under
1.690000002,444.0382639,465,0.285714286,0.02993,Over
39.15440124,444.0382639,410,0.285714286,0.02993,Under
8.288939046,445.4044911,445,0.174603175,0.02993,Over
18.14703058,446.7356691,430,0.063492063,0.02993,Under
0.815010085,446.7356691,455,0.063492063,0.02993,Over
0.405000002,444.0382639,475,0.285714286,0.02993,Over
27.81304542,446.7356691,420,0.063492063,0.02993,Under
11.57287758,445.4044911,440,0.174603175,0.02993,Over
37.70405969,446.7356691,410,0.063492063,0.02993,Under
13.47485031,444.0382639,440,0.285714286,0.02993,Over
0.785000339,444.0382639,470,0.285714286,0.02993,Over
4.940000001,444.0382639,455,0.285714286,0.02993,Over
7.250000021,444.0382639,450,0.285714286,0.02993,Over
2.940000007,445.4044911,455,0.174603175,0.02993,Over
2.940000191,444.0382639,460,0.285714286,0.02993,Over
32.74355217,446.7356691,415,0.063492063,0.02993,Under
21.51470062,444.0382639,430,0.285714286,0.02993,Under
34.5769761,444.0382639,415,0.285714286,0.02993,Under
17.30727546,444.0382639,435,0.285714286,0.02993,Under
2.405009835,446.7356691,450,0.063492063,0.02993,Over
22.98253719,446.7356691,425,0.063492063,0.02993,Under
15.48681639,445.4044911,435,0.174603175,0.02993,Under
43.11044913,445.4044911,405,0.174603175,0.02993,Under
0.315000372,446.7356691,460,0.063492063,0.02993,Over
24.18469427,445.4044911,425,0.174603175,0.02993,Under
0.780000029,445.4044911,465,0.174603175,0.02993,Over
33.50757158,445.4044911,415,0.174603175,0.02993,Under
2.125004735,446.2002336,465,0.281746032,0.02962,Over
14.9135791,448.4573061,435,0.05952381,0.02962,Under
44.8031436,447.1663451,405,0.170634921,0.02962,Under
3.814999997,447.1663451,455,0.170634921,0.02962,Over
25.74896384,447.1663451,425,0.170634921,0.02962,Under
19.7797692,448.4573061,430,0.05952381,0.02962,Under
5.75000779,446.2002336,455,0.281746032,0.02962,Over
1.315000123,448.4573061,455,0.05952381,0.02962,Over
45.72102336,446.2002336,405,0.281746032,0.02962,Under
8.379999997,446.2002336,450,0.281746032,0.02962,Over
22.96378819,446.2002336,430,0.281746032,0.02962,Under
21.27417101,447.1663451,430,0.170634921,0.02962,Under
18.94034112,446.2002336,435,0.281746032,0.02962,Under
40.01334181,447.1663451,410,0.170634921,0.02962,Under
3.440000021,446.2002336,460,0.281746032,0.02962,Over
24.61596203,448.4573061,425,0.05952381,0.02962,Under
35.19854907,447.1663451,415,0.170634921,0.02962,Under
0.535004914,446.2002336,475,0.281746032,0.02962,Over
31.81568232,446.2002336,420,0.281746032,0.02962,Under
0.190002808,448.4573061,465,0.05952381,0.02962,Over
16.86437821,447.1663451,435,0.170634921,0.02962,Under
0.255000028,446.2002336,480,0.281746032,0.02962,Over
34.50334603,448.4573061,415,0.05952381,0.02962,Under
0.190000018,447.1663451,475,0.170634921,0.02962,Over
2.125000383,447.1663451,460,0.170634921,0.02962,Over
29.47715375,448.4573061,420,0.05952381,0.02962,Under
12.82458545,447.1663451,440,0.170634921,0.02962,Over
0.44000002,448.4573061,460,0.05952381,0.02962,Over
30.40875642,447.1663451,420,0.170634921,0.02962,Under
0.470001374,447.1663451,470,0.170634921,0.02962,Over
10.51738468,448.4573061,440,0.05952381,0.02962,Under
1.095,447.1663451,465,0.170634921,0.02962,Over
1.125000009,446.2002336,470,0.281746032,0.02962,Over
11.40344951,446.2002336,445,0.281746032,0.02962,Over
39.33953833,448.4573061,410,0.05952381,0.02962,Under
6.124999999,447.1663451,450,0.170634921,0.02962,Over
14.92189408,446.2002336,440,0.281746032,0.02962,Over
36.40412931,446.2002336,415,0.281746032,0.02962,Under
3.190000007,448.4573061,450,0.05952381,0.02962,Over
6.55619229,448.4573061,445,0.05952381,0.02962,Over
9.224797666,447.1663451,445,0.170634921,0.02962,Over
40.98257634,446.2002336,410,0.281746032,0.02962,Under
27.35723526,446.2002336,425,0.281746032,0.02962,Under
0.625001347,445.25269,475,0.277777778,0.02962,Over
18.25708967,445.25269,435,0.277777778,0.02962,Under
25.22188776,446.7189744,425,0.166666667,0.02962,Under
2.065005846,445.25269,465,0.277777778,0.02962,Over
